,Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary,Country,Salary_Amount,Salary_Currency,Salary_USD
12526,Sahar Fouad,Sahar,Fouad,F,1989-10-28,2019-08-03,sahar.fouad@gmail.com,36,6,Dubai,Data Scientist,M,High School,7926.67 JPY,United Arab Emirates,7926,JPY,52.31
12527,Reem Mohamed,Reem,Mohamed,F,2002-04-17,2024-09-16,reem.mohamed@gmail.com,23,1,Rabat,Mechanical Engineer,M,Bachelor,59839.36727272728 JPY,Morocco,59839,JPY,394.94
12528,Ibrahim Galal,Ibrahim,Galal,M,1974-06-17,2020-04-14,ibrahim.galal@gmail.com,51,5,Jeddah,Lawyer,M,Bachelor,81729.0 USD,Saudi Arabia,81729,USD,81729.0
12529,Esraa Bassem,Esraa,Bassem,F,1991-04-19,2021-03-26,esraa.bassem@gmail.com,34,4,Kuwait City,Financial Analyst,S,PhD,5299.08 GBP,Kuwait,5299,GBP,6623.75
12531,Mahmoud Tarek,Mahmoud,Tarek,M,1980-04-08,2003-04-11,mahmoud.tarek@gmail.com,45,22,Mansoura,Nurse,S,Diploma,9927.33 CAD,Egypt,9927,CAD,7246.71
12532,Yasmeen Sami,Yasmeen,Sami,F,1990-09-24,2008-06-13,ysami@gmail.com,35,17,Cape Town,Financial Analyst,M,High School,8851.0 AUD,South Africa,8851,AUD,5753.15
12533,Fady Latif,Fady,Latif,M,1998-02-24,2016-03-12,fady.latif@gmail.com,27,9,London,Electrical Engineer,S,Bachelor,8064.67 EUR,United Kingdom,8064,EUR,8628.48
12534,Lobna Rafik,Lobna,Rafik,F,1971-03-02,1992-12-16,lrafik@gmail.com,54,33,São Paulo,Mechanical Engineer,M,Bachelor,8984.42 USD,Brazil,8984,USD,8984.0
12536,Bassem Wahid,Bassem,Wahid,M,1977-02-05,2019-01-27,bwahid@gmail.com,48,7,Los Angeles,Engineer,S,Bachelor,92207.0 EGP,United States,92207,EGP,2950.62
12537,Menna Rafik,Menna,Rafik,F,2006-08-23,2025-01-22,menna.rafik@gmail.com,18,1,Mexico City,Nurse,S,High School,65605.426875 AUD,Mexico,65605,AUD,42643.25
12538,Ayman Nashaat,Ayman,Nashaat,M,1965-11-26,2002-04-12,anashaat@gmail.com,59,23,São Paulo,Dentist,M,Bachelor,11469.08 EUR,Brazil,11469,EUR,12271.83
12539,Yasmeen Osama,Yasmeen,Osama,F,2005-08-02,2024-04-26,yasmeen.osama@gmail.com,20,1,Paris,Pharmacist,S,Bachelor,45969.185769230775 EUR,France,45969,EUR,49186.83
12540,Nabil Ziad,Nabil,Ziad,M,1986-04-16,2012-03-02,nabil.ziad@gmail.com,39,13,Rabat,Architect,S,Master,12015.25 EUR,Morocco,12015,EUR,12856.05
12541,Wafaa Latif,Wafaa,Latif,F,1973-11-05,2019-07-20,wafaa.latif@gmail.com,52,6,Mexico City,Civil Engineer,S,PhD,91074.0 CAD,Mexico,91074,CAD,66484.02
12542,Esraa Fady,Esraa,Fady,F,1976-10-28,2014-11-01,esraa.fady@gmail.com,49,11,Kuwait City,Lawyer,S,Bachelor,11653.58 AUD,Kuwait,11653,AUD,7574.45
12543,Ibrahim Ali,Ibrahim,Ali,M,1984-03-26,2015-01-26,iali@gmail.com,41,11,Kuwait City,Engineer,S,Bachelor,143093.0 EUR,Kuwait,143093,EUR,153109.51
12545,Zainab Mostafa,Zainab,Mostafa,F,1989-06-28,2024-12-30,zainab.mostafa@gmail.com,36,1,Los Angeles,Graphic Designer,M,Masters,52646.91863636363 CAD,United States,52646,CAD,38431.58
12546,Nashaat Yahya,Nashaat,Yahya,M,1988-09-20,2012-11-17,nashaat.yahya@gmail.com,37,13,Abu Dhabi,Pharmacist,S,Master,132484.0 USD,United Arab Emirates,132484,USD,132484.0
12549,Sara Amr,Sara,Amr,F,1968-03-16,2024-11-04,sara.amr@gmail.com,57,1,Seoul,Engineer,M,High School,43976.35913043479 USD,South Korea,43976,USD,43976.0
12550,Menna Abdullah,Menna,Abdullah,F,1981-05-24,2022-09-15,mabdullah@gmail.com,44,3,New York,Mechanical Engineer,S,High School,64016.0 EUR,United States,64016,EUR,68497.12
12551,Youssef Maged,Youssef,Maged,M,1985-06-03,2021-12-25,youssef.maged@gmail.com,40,4,Alexandria,Architect,M,High School,59550.0 EUR,Egypt,59550,EUR,63718.5
12552,Heba Ahmed,Heba,Ahmed,F,1974-06-01,1999-10-03,hahmed@gmail.com,51,26,London,Pharmacist,S,Bachelor,116236.0 USD,United Kingdom,116236,USD,116236.0
12553,Amira Khalil,Amira,Khalil,F,2007-11-07,2025-09-15,amira.khalil@gmail.com,17,0,Mumbai,Nurse,S,High School,54543.03370370371 GBP,India,54543,GBP,68178.75
12554,Menna Kamal,Menna,Kamal,F,1971-12-10,2001-01-05,mkamal@gmail.com,54,25,Istanbul,Nurse,M,PhD,120071.0 CAD,Turkey,120071,CAD,87651.83
12555,Hatem Nader,Hatem,Nader,M,1968-05-09,1993-12-17,hnader@gmail.com,57,32,Kuwait City,Software Developer,M,Diploma,103510.0 EUR,Kuwait,103510,EUR,110755.7
12556,Saad Galal,Saad,Galal,M,2007-12-20,2025-06-18,sgalal@gmail.com,17,0,Tokyo,Graphic Designer,M,Master,49738.2 EUR,Japan,49738,EUR,53219.66
12558,Layla Nashaat,Layla,Nashaat,F,2002-12-11,2024-02-11,layla.nashaat@gmail.com,23,2,Tokyo,Doctor,M,Diploma,4565.5 AUD,Japan,4565,AUD,2967.25
12559,Lina Ibrahim,Lina,Ibrahim,F,1972-06-03,2006-03-22,lina.ibrahim@gmail.com,53,19,Mexico City,Mechanical Engineer,S,Bachelor,12337.67 AUD,Mexico,12337,AUD,8019.05
12560,Youssef Zaki&,Youssef,Zaki,M,1981-02-08,2005-07-18,youssef.zaki@gmail.com,44,20,Riyadh,Graphic Designer,S,Masters,11816.25 EGP,Saudi Arabia,11816,EGP,378.11
12562,Tawfik Kareem,Tawfik,Kareem,M,1977-10-06,2011-07-29,tawfik.kareem@gmail.com,48,14,New York,Business Analyst,M,High School,8447.5 JPY,United States,8447,JPY,55.75
12563,Tamer Mounir,Tamer,Mounir,M,1974-01-25,2020-02-18,tamer.mounir@gmail.com,51,5,New York,Pharmacist,S,High School,91512.0 JPY,United States,91512,JPY,603.98
12564,Mostafa Osama,Mostafa,Osama,M,1997-11-02,2021-07-19,mostafa.osama@gmail.com,28,4,Istanbul,Financial Analyst,M,Bachelor,4928.58 EUR,Turkey,4928,EUR,5272.96
12565,Ahmed Ali,Ahmed,Ali,M,1986-10-04,2023-06-30,ahmed.ali@gmail.com,39,2,Mansoura,Pharmacist,S,Masters,65823.0 JPY,Egypt,65823,JPY,434.43
12566,Rania Abdullah,Rania,Abdullah,F,2002-05-06,2025-05-21,rabdullah@gmail.com,23,0,Beijing,Graphic Designer,M,Diploma,78591.20821428571 EUR,China,78591,EUR,84092.37
12567,Ruqayya Kareem,Ruqayya,Kareem,F,1984-08-24,2003-12-07,ruqayya.kareem@gmail.com,41,22,Buenos Aires,Graphic Designer,M,Bachelor,9670.33 AUD,Argentina,9670,AUD,6285.5
12568,Ghada Ayman,Ghada,Ayman,F,2004-07-10,2024-10-08,ghada.ayman@gmail.com,21,1,Alexandria,Software Developer,S,High School,52767.995882352945 GBP,Egypt,52767,GBP,65958.75
12569,Bassem Ashraf,Bassem,Ashraf,M,1997-05-11,2017-05-23,bassem.ashraf@gmail.com,28,8,Toronto,Financial Analyst,M,PhD,77940.0 USD,Canada,77940,USD,77940.0
12570,Hala Kareem,Hala,Kareem,F,2002-02-17,2020-10-02,hala.kareem@gmail.com,23,5,New York,Architect,M,Diploma,7709.25 EUR,United States,7709,EUR,8248.63
12571,Ahmed Tawfik,Ahmed,Tawfik,M,1966-01-20,1991-06-18,atawfik@gmail.com,59,34,Istanbul,Lawyer,M,Masters,9483.42 GBP,Turkey,9483,GBP,11853.75
12572,Maha Rafik,Maha,Rafik,F,1976-11-27,2025-02-24,mrafik@gmail.com,49,0,Riyadh,Doctor,M,PhD,50602.72147540983 USD,Saudi Arabia,50602,USD,50602.0
12573,Sara Hany,Sara,Hany,F,1974-05-19,2018-10-28,sara.hany@gmail.com,51,7,Mansoura,Engineer,S,Bachelor,77701.0 GBP,Egypt,77701,GBP,97126.25
12575,Omar Yahya,Omar,Yahya,M,1973-08-05,1999-11-07,omar.yahya@gmail.com,52,26,Dammam,Mechanical Engineer,M,Bachelor,10318.17 JPY,Saudi Arabia,10318,JPY,68.1
12576,Khadija Hatem,Khadija,Hatem,F,1970-01-15,2005-10-31,khatem@gmail.com,55,20,Amman,Teacher,S,Masters,10973.08 EUR,Jordan,10973,EUR,11741.11
12577,Asmaa Hany,Asmaa,Hany,F,1987-10-03,2011-08-19,ahany@gmail.com,38,14,São Paulo,Software Developer,S,Bachelor,9452.25 GBP,Brazil,9452,GBP,11815.0
12578,Hassan Ayman,Hassan,Ayman,M,1998-04-14,2021-02-25,hassan.ayman@gmail.com,27,4,Sharjah,Architect,S,Bachelor,4401.58 CAD,United Arab Emirates,4401,CAD,3212.73
12579,Hussein Kamal,Hussein,Kamal,M,1983-01-04,2007-06-22,hussein.kamal@gmail.com,42,18,Mumbai,Nurse,S,Bachelor,143591.0 EUR,India,143591,EUR,153642.37
12580,Sherif Nashaat,Sherif,Nashaat,M,1979-06-15,2005-07-13,sherif.nashaat@gmail.com,46,20,São Paulo,Architect,S,High School,116094.0 EUR,Brazil,116094,EUR,124220.58
12581,Tarek Abdelrahman%,Tarek,Abdelrahman,M,1997-12-10,2017-09-09,tarek.abdelrahman@gmail.com,28,8,Mexico City,Data Scientist,S,Master,77067.0 EGP,Mexico,77067,EGP,2466.14
12582, Ramy Ali ,Ramy,Ali,M,1971-12-25,2019-06-30,ramy.ali@gmail.com,54,6,Toronto,Sales Manager,S,Diploma,79655.0 EGP,Canada,79655,EGP,2548.96
12583,Tawfik Omar,Tawfik,Omar,M,1989-03-28,2010-03-07,tawfik.omar@gmail.com,36,15,Kuwait City,Dentist,M,High School,9257.67 CAD,Kuwait,9257,CAD,6757.61
12584,Nada Ashraf,Nada,Ashraf,F,1999-08-02,2020-01-27,nashraf@gmail.com,26,6,Rabat,Electrical Engineer,S,Bachelor,6344.92 CAD,Morocco,6344,CAD,4631.12
12585,Wafaa Bassem,Wafaa,Bassem,F,1982-10-28,2017-12-19,wafaa.bassem@gmail.com,43,8,New York,Teacher,S,PhD,7516.17 AUD,United States,7516,AUD,4885.4
12586,Sara Hatem,Sara,Hatem,F,1971-12-18,1994-11-29,sara.hatem@gmail.com,54,31,Jeddah,Graphic Designer,S,Master,8589.42 JPY,Saudi Arabia,8589,JPY,56.69
12587,Dina Wahid,Dina,Wahid,F,1973-01-14,2018-03-24,dina.wahid@gmail.com,52,7,Moscow,Dentist,M,Bachelor,81187.0 CAD,Russia,81187,CAD,59266.51
12588,Wael Galal,Wael,Galal,M,1999-02-01,2024-05-07,wgalal@gmail.com,26,1,Seoul,Graphic Designer,S,Bachelor,41684.315 USD,South Korea,41684,USD,41684.0
12589, Khalil Omar ,Khalil,Omar,M,1986-01-03,2025-01-29,khalil.omar@gmail.com,39,1,Dammam,Teacher,M,Bachelor,67321.8905063291 USD,Saudi Arabia,67321,USD,67321.0
12590,Jamal Maged,Jamal,Maged,M,1990-03-01,2017-09-14,jamal.maged@gmail.com,35,8,Beijing,Teacher,S,Bachelor,5898.25 EGP,China,5898,EGP,188.74
12592,Menna Saad,Menna,Saad,F,2002-08-23,2021-04-28,menna.saad@gmail.com,23,4,Mexico City,Engineer,M,PhD,57346.0 EUR,Mexico,57346,EUR,61360.22
12593,Khadija Adel,Khadija,Adel,F,1970-09-03,2008-08-01,khadija.adel@gmail.com,55,18,Sharjah,Dentist,M,Bachelor,105082.0 USD,United Arab Emirates,105082,USD,105082.0
12594,Maged Abdullah,Maged,Abdullah,M,1970-11-23,2004-02-28,mabdullah@gmail.com,55,21,Tokyo,Dentist,M,Master,116935.0 CAD,Japan,116935,CAD,85362.55
12595,Eslam Latif,Eslam,Latif,M,1987-02-07,2010-03-21,eslam.latif@gmail.com,38,15,Doha,Financial Analyst,M,PhD,103660.0 EUR,Qatar,103660,EUR,110916.2
12596,Maha Maged,Maha,Maged,F,1989-04-24,2025-04-21,mmaged@gmail.com,36,0,New York,Software Developer,M,Diploma,52282.53104166667 CAD,United States,52282,CAD,38165.86
12597,Zainab Nashaat,Zainab,Nashaat,F,1965-03-03,2012-05-05,zainab.nashaat@gmail.com,60,13,Doha,Electrical Engineer,M,Master,9119.92 GBP,Qatar,9119,GBP,11398.75
12598, Mahmoud Bassem ,Mahmoud,Bassem,M,1966-07-14,2010-07-19,mahmoud.bassem@gmail.com,58,15,Beijing,Doctor,M,Bachelor,135697.0 GBP,China,135697,GBP,169621.25
12599,Sara Hassan,Sara,Hassan,F,2007-04-09,2026-09-02,sara.hassan@gmail.com,18,0,Moscow,Software Developer,S,Diploma,47416.243043478265 AUD,Russia,47416,AUD,30820.4
12600,Yahya Waleed,Yahya,Waleed,M,1987-11-09,2017-03-07,ywaleed@gmail.com,38,8,Bangkok,Software Developer,M,Bachelor,6903.25 JPY,Thailand,6903,JPY,45.56
12601,Kareem Wahid,Kareem,Wahid,M,1976-05-04,2023-01-26,kwahid@gmail.com,49,3,Los Angeles,Electrical Engineer,M,Masters,4885.08 EGP,United States,4885,EGP,156.32
12602,Sahar Ahmed,Sahar,Ahmed,F,1987-10-21,2015-11-18,sahmed@gmail.com,38,10,Mansoura,Sales Manager,S,Masters,121402.0 JPY,Egypt,121402,JPY,801.25
12603,Tamer Abdelrahman,Tamer,Abdelrahman,M,1990-09-11,2015-02-22,tamer.abdelrahman@gmail.com,35,10,New York,Engineer,M,Diploma,9137.67 JPY,United States,9137,JPY,60.3
12604,Osama Saad,Osama,Saad,M,1983-03-13,2016-02-03,osaad@gmail.com,42,9,São Paulo,Sales Manager,S,High School,6844.17 CAD,Brazil,6844,CAD,4996.12
12605,Noha Hany,Noha,Hany,F,1970-07-10,2007-11-30,noha.hany@gmail.com,55,18,Mexico City,Sales Manager,S,Bachelor,9151.58 EGP,Mexico,9151,EGP,292.83
12606,Khadija Yahya,Khadija,Yahya,F,1973-05-18,2015-04-14,kyahya@gmail.com,52,10,Alexandria,Mechanical Engineer,M,Diploma,138648.0 JPY,Egypt,138648,JPY,915.08
12607, Hamza Kamal ,Hamza,Kamal,M,1984-02-11,2007-01-13,hamza.kamal@gmail.com,41,19,Kuwait City,Architect,M,Masters,12281.0 JPY,Kuwait,12281,JPY,81.05
12608,Heba Yahya,Heba,Yahya,F,1980-02-27,2013-11-26,heba.yahya@gmail.com,45,12,Sydney,Engineer,M,PhD,139109.0 GBP,Australia,139109,GBP,173886.25
12609,Tamer Youssef,Tamer,Youssef,M,1968-06-14,1998-12-18,tamer.youssef@gmail.com,56,27,Los Angeles,Lawyer,S,Bachelor,10983.5 USD,United States,10983,USD,10983.0
12610,Nada Khaled,Nada,Khaled,F,1998-10-10,2025-04-12,nada.khaled@gmail.com,27,0,Sharjah,Data Scientist,M,High School,48458.44435897436 CAD,United Arab Emirates,48458,CAD,35374.34
12611,Rafik Hassan,Rafik,Hassan,M,1990-03-15,2011-08-27,rhassan@gmail.com,35,14,Dammam,Engineer,S,Diploma,130478.0 EUR,Saudi Arabia,130478,EUR,139611.46
12612,Khadija Ziad,Khadija,Ziad,F,1985-05-10,2012-12-22,khadija.ziad@gmail.com,40,13,Berlin,Civil Engineer,M,Bachelor,9836.0 JPY,Germany,9836,JPY,64.92
12613,Tawfik Tarek,Tawfik,Tarek,M,1986-09-02,2025-12-04,tawfik.tarek@gmail.com,39,0,Los Angeles,Electrical Engineer,M,Bachelor,51182.0306122449 CAD,United States,51182,CAD,37362.86
12614,Fouad Abdullah,Fouad,Abdullah,M,1999-04-01,2023-04-29,fouad.abdullah@gmail.com,26,2,Riyadh,Business Analyst,M,PhD,59168.0 EUR,Saudi Arabia,59168,EUR,63309.76
12616,Esraa Ashraf,Esraa,Ashraf,F,1980-06-16,2025-04-29,esraa.ashraf@gmail.com,45,0,Los Angeles,Accountant,S,High School,43329.310370370375 CAD,United States,43329,CAD,31630.17
12617,Mohamed Rafik,Mohamed,Rafik,M,1994-11-27,2021-10-23,mohamed.rafik@gmail.com,31,4,Moscow,Accountant,S,Master,61840.0 JPY,Russia,61840,JPY,408.14
12619,Waleed Rafik,Waleed,Rafik,M,1994-09-27,2014-11-19,waleed.rafik@gmail.com,31,11,Dubai,Accountant,S,Masters,11945.0 USD,United Arab Emirates,11945,USD,11945.0
12620,Maged Medhat,Maged,Medhat,M,1987-10-26,2021-06-17,maged.medhat@gmail.com,38,4,Mumbai,Electrical Engineer,M,Masters,65545.0 USD,India,65545,USD,65545.0
12622,Dina Jamal,Dina,Jamal,F,2007-01-18,2025-04-30,dina.jamal@gmail.com,18,0,Cape Town,Sales Manager,M,Masters,58556.85125 AUD,South Africa,58556,AUD,38061.4
12623,Hesham Hassan,Hesham,Hassan,M,1998-06-23,2019-03-26,hesham.hassan@gmail.com,27,6,Dubai,Nurse,M,Diploma,70876.0 JPY,United Arab Emirates,70876,JPY,467.78
12624,Mohamed Zaki,Mohamed,Zaki,M,2006-12-01,2025-02-24,mohamed.zaki@gmail.com,18,0,Istanbul,Doctor,S,Bachelor,53848.970357142854 USD,Turkey,53848,USD,53848.0
12625,Mariam Ali,Mariam,Ali,F,1984-05-11,2016-10-16,mariam.ali@gmail.com,41,9,Toronto,Civil Engineer,S,High School,7196.42 GBP,Canada,7196,GBP,8995.0
12626,Sana Medhat,Sana,Medhat,F,1990-02-02,2010-11-25,sana.medhat@gmail.com,35,15,Mansoura,Software Developer,M,High School,11261.42 CAD,Egypt,11261,CAD,8220.53
12627,Hassan Kamal,Hassan,Kamal,M,1972-11-14,1999-11-12,hkamal@gmail.com,53,26,Istanbul,Financial Analyst,S,Masters,100230.0 EGP,Turkey,100230,EGP,3207.36
12628,Amal Yahya,Amal,Yahya,F,1989-09-15,2018-05-04,amal.yahya@gmail.com,36,7,Beirut,Lawyer,S,Master,92608.0 USD,Lebanon,92608,USD,92608.0
12629,Radwa Ibrahim,Radwa,Ibrahim,F,1980-12-24,2024-02-17,radwa.ibrahim@gmail.com,45,1,Seoul,Nurse,M,Masters,49068.489565217395 USD,South Korea,49068,USD,49068.0
12630,Sahar Abdelrahman,Sahar,Abdelrahman,F,1969-01-16,2002-06-28,sabdelrahman@gmail.com,56,23,Mansoura,Architect,S,Bachelor,8521.67 AUD,Egypt,8521,AUD,5538.65
12632,Fatima Ahmed,Fatima,Ahmed,F,2004-04-02,2023-08-08,fatima.ahmed@gmail.com,21,2,Dammam,Mechanical Engineer,M,Masters,5059.58 AUD,Saudi Arabia,5059,AUD,3288.35
12633,Fouad Omar,Fouad,Omar,M,1976-12-21,2014-04-12,fouad.omar@gmail.com,49,11,Alexandria,Accountant,S,Bachelor,12220.5 EGP,Egypt,12220,EGP,391.04
12635,Noha Ramy,Noha,Ramy,F,1988-11-15,2018-03-20,noha.ramy@gmail.com,37,7,Cape Town,Software Developer,S,Diploma,8134.08 GBP,South Africa,8134,GBP,10167.5
12636,Saad Rafik$,Saad,Rafik,M,2007-06-01,2025-09-16,srafik@gmail.com,17,0,Mansoura,Architect,M,Bachelor,55077.6315942029 GBP,Egypt,55077,GBP,68846.25
12637,Heba Mounir,Heba,Mounir,F,1987-11-15,2017-08-14,heba.mounir@gmail.com,38,8,Paris,Nurse,S,Bachelor,81182.0 CAD,France,81182,CAD,59262.86
12638, Medhat Kamal ,Medhat,Kamal,M,1994-10-01,2024-06-13,mkamal@gmail.com,31,1,Jeddah,Lawyer,S,Master,53618.274358974355 USD,Saudi Arabia,53618,USD,53618.0
12639,Khadija Amr,Khadija,Amr,F,1968-05-28,1998-08-02,kamr@gmail.com,56,27,Rabat,Graphic Designer,M,Masters,11784.5 CAD,Morocco,11784,CAD,8602.32
12640,Menna Kamal,Menna,Kamal,F,1987-03-21,2016-01-15,menna.kamal@gmail.com,38,10,Istanbul,Dentist,M,High School,11468.42 AUD,Turkey,11468,AUD,7454.2
12641,Hamza Mounir,Hamza,Mounir,M,1984-08-19,2002-12-16,hmounir@gmail.com,41,23,Berlin,Business Analyst,S,Master,106897.0 JPY,Germany,106897,JPY,705.52
12642,Khadija Kamal,Khadija,Kamal,F,1974-07-27,1996-04-12,khadija.kamal@gmail.com,51,29,Dubai,Business Analyst,M,Diploma,11817.08 EGP,United Arab Emirates,11817,EGP,378.14
12643,Heba Eslam,Heba,Eslam,F,1983-03-06,2024-01-30,heslam@gmail.com,42,2,Muscat,Graphic Designer,M,Bachelor,4886.5 JPY,Oman,4886,JPY,32.25
12644,Asmaa Nader,Asmaa,Nader,F,1975-06-21,2010-10-04,asmaa.nader@gmail.com,50,15,Beirut,Nurse,M,Masters,128036.0 CAD,Lebanon,128036,CAD,93466.28
12645,Wafaa Ali,Wafaa,Ali,F,1978-08-04,2000-12-25,wafaa.ali@gmail.com,47,25,London,Business Analyst,S,Masters,9476.25 AUD,United Kingdom,9476,AUD,6159.4
12646,Reem Fouad,Reem,Fouad,F,2004-07-08,2023-05-25,reem.fouad@gmail.com,21,2,London,Electrical Engineer,M,High School,53640.0 EGP,United Kingdom,53640,EGP,1716.48
12647,Hala Bassem,Hala,Bassem,F,1972-11-25,2017-12-05,hala.bassem@gmail.com,53,8,Amman,Electrical Engineer,S,Master,6511.33 CAD,Jordan,6511,CAD,4753.03
12649,Abdullah Maged,Abdullah,Maged,M,1995-04-24,2024-07-04,amaged@gmail.com,30,1,Moscow,Accountant,M,Bachelor,68812.106 AUD,Russia,68812,AUD,44727.8
12650,Hossam Tamer,Hossam,Tamer,M,1984-11-08,2020-05-02,hossam.tamer@gmail.com,41,5,Buenos Aires,Sales Manager,S,Diploma,6633.5 CAD,Argentina,6633,CAD,4842.09
12651,Hassan Mostafa,Hassan,Mostafa,M,2006-11-06,2025-12-12,hmostafa@gmail.com,18,0,New York,Accountant,M,Bachelor,43329.310370370375 CAD,United States,43329,CAD,31630.17
12652,Ayman Zaki,Ayman,Zaki,M,1968-01-14,2007-01-09,ayman.zaki@gmail.com,57,19,Dammam,Electrical Engineer,M,High School,10642.0 GBP,Saudi Arabia,10642,GBP,13302.5
12653,Yasmeen Nader,Yasmeen,Nader,F,1966-05-21,2008-07-15,yasmeen.nader@gmail.com,58,17,Berlin,Teacher,M,PhD,121627.0 AUD,Germany,121627,AUD,79057.55
12654,Ibrahim Maged#,Ibrahim,Maged,M,1990-10-03,2025-04-23,imaged@gmail.com,35,0,Moscow,Business Analyst,M,Bachelor,57268.09090909091 AUD,Russia,57268,AUD,37224.2
12656,Maged Tarek,Maged,Tarek,M,1995-04-03,2018-12-24,maged.tarek@gmail.com,30,7,Rabat,Mechanical Engineer,S,Masters,78427.0 GBP,Morocco,78427,GBP,98033.75
12657,Sana Mostafa,Sana,Mostafa,F,1994-03-07,2020-05-17,sana.mostafa@gmail.com,31,5,Mexico City,Software Developer,M,Bachelor,7017.5 EGP,Mexico,7017,EGP,224.54
12658,Nour Galal,Nour,Galal,F,1995-07-10,2016-05-02,nour.galal@gmail.com,30,9,Sydney,Architect,S,Master,79571.0 AUD,Australia,79571,AUD,51721.15
12659,Ashraf Tamer,Ashraf,Tamer,M,1989-10-08,2011-11-09,ashraf.tamer@gmail.com,36,14,Cape Town,Teacher,S,Bachelor,8389.33 GBP,South Africa,8389,GBP,10486.25
12660,Amal Medhat,Amal,Medhat,F,1965-05-14,1988-02-20,amedhat@gmail.com,59,38,Mexico City,Engineer,M,High School,106121.0 AUD,Mexico,106121,AUD,68978.65
12661,Amira Hany,Amira,Hany,F,1993-01-04,2016-07-11,ahany@gmail.com,32,9,London,Civil Engineer,M,PhD,73794.0 JPY,United Kingdom,73794,JPY,487.04
12663,Sana Hossam,Sana,Hossam,F,1977-07-04,2018-01-16,sana.hossam@gmail.com,48,8,New York,Pharmacist,M,Diploma,6171.75 JPY,United States,6171,JPY,40.73
12664,Hesham Kamal,Hesham,Kamal,M,2003-09-05,2022-06-11,hesham.kamal@gmail.com,22,3,Alexandria,Mechanical Engineer,M,Bachelor,4293.83 GBP,Egypt,4293,GBP,5366.25
12667,Maged Rafik,Maged,Rafik,M,1977-06-09,1997-12-07,mrafik@gmail.com,48,28,New York,Teacher,S,Master,11238.83 CAD,United States,11238,CAD,8203.74
12668,Noha Waleed,Noha,Waleed,F,1978-12-04,1999-09-07,noha.waleed@gmail.com,47,26,Dammam,Mechanical Engineer,S,Bachelor,12429.5 EUR,Saudi Arabia,12429,EUR,13299.03
12669,Yasmeen Hossam,Yasmeen,Hossam,F,1971-05-10,1990-07-17,yasmeen.hossam@gmail.com,54,35,Paris,Doctor,S,Diploma,113614.0 GBP,France,113614,GBP,142017.5
12670,Youssef Wael,Youssef,Wael,M,1968-11-27,1996-03-10,ywael@gmail.com,56,29,Kuwait City,Dentist,S,High School,100829.0 GBP,Kuwait,100829,GBP,126036.25
12671,Samar Tamer,Samar,Tamer,F,1995-06-22,2016-03-21,samar.tamer@gmail.com,30,9,Kuwait City,Software Developer,S,Bachelor,84030.0 EUR,Kuwait,84030,EUR,89912.1
12672,Ramy Khalil,Ramy,Khalil,M,1970-12-19,2006-04-08,rkhalil@gmail.com,55,19,Beirut,Financial Analyst,S,PhD,124188.0 USD,Lebanon,124188,USD,124188.0
12673,Lina Hassan,Lina,Hassan,F,2003-11-08,2024-07-01,lhassan@gmail.com,22,1,Moscow,Lawyer,S,Bachelor,72436.01826086956 AUD,Russia,72436,AUD,47083.4
12674,Amira Mostafa,Amira,Mostafa,F,2004-06-04,2025-10-06,amostafa@gmail.com,21,0,Jeddah,Accountant,M,Master,57898.06202531646 USD,Saudi Arabia,57898,USD,57898.0
12675,Nabil Abdullah,Nabil,Abdullah,M,1971-01-27,1998-01-15,nabil.abdullah@gmail.com,54,28,Mansoura,Electrical Engineer,M,Diploma,138121.0 AUD,Egypt,138121,AUD,89778.65
12677,Waleed Amr,Waleed,Amr,M,1988-06-09,2013-04-20,wamr@gmail.com,37,12,Mumbai,Mechanical Engineer,M,Bachelor,9477.08 CAD,India,9477,CAD,6918.21
12678,Adel Hossam,Adel,Hossam,M,1987-04-22,2007-11-12,ahossam@gmail.com,38,18,Cape Town,Mechanical Engineer,S,Diploma,8560.42 AUD,South Africa,8560,AUD,5564.0
12679,Nader Tawfik,Nader,Tawfik,M,1992-04-20,2013-02-21,nader.tawfik@gmail.com,33,12,Los Angeles,Engineer,S,Diploma,10232.08 AUD,United States,10232,AUD,6650.8
12680,Menna Hatem,Menna,Hatem,F,1965-10-07,1992-05-01,menna.hatem@gmail.com,59,33,Mexico City,Sales Manager,M,Bachelor,11947.25 GBP,Mexico,11947,GBP,14933.75
12682,Tarek Kamal,Tarek,Kamal,M,1993-10-22,2013-07-27,tarek.kamal@gmail.com,32,12,Kuwait City,Business Analyst,M,Bachelor,12401.75 AUD,Kuwait,12401,AUD,8060.65
12683,Khaled Omar,Khaled,Omar,M,2003-09-04,2026-01-14,khaled.omar@gmail.com,22,0,London,Financial Analyst,M,Bachelor,49221.9065625 AUD,United Kingdom,49221,AUD,31993.65
12684,Nabil Hatem,Nabil,Hatem,M,1966-12-24,2000-02-08,nabil.hatem@gmail.com,58,26,Amman,Data Scientist,S,Bachelor,140750.0 AUD,Jordan,140750,AUD,91487.5
12685,Reem Ibrahim,Reem,Ibrahim,F,1999-02-13,2020-01-05,ribrahim@gmail.com,26,6,Mumbai,Graphic Designer,M,Master,5935.25 JPY,India,5935,JPY,39.17
