Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary
Asmaa Abdullah,Asmaa,Abdullah,F,01/25/1988,01/10/2014,aabdullah@gmail.com,37.0,12,"Moscow, Russia",Data Scientist,Single,Masters,8927.83 EUR
Samar Medhat,Samar,Medhat,F,16-12-1979,06-08-2008,samar.medhat@gmail.com,46.0,17,"Jeddah, KSA",GRAPHIC DESIGNER,Single,BS,112080.0 USD
Wafaa Tamer,Wafaa,Tamer,F,1972/09/16,2008/08/21,wafaa.tamer@gmail.com,53.0,17,"Muscat, Oman",Nurse,Single,Masters,110723.0 EGP
Ayman Mahmoud,Ayman,Mahmoud,M,20-02-2006,16-12-2025,ayman.mahmoud@gmail.com,,0,"Beirut, Lebanon",aRCHiTECt,S,Diploma,
Asmaa Hany,Asmaa,Hany,F,11-01-1983,18-10-2005,asmaa.hany@gmail.com,42.0,20,"Sharjah, UAE",Civil Enginear,Married,PhD,10814.67 JPY
Menna Waleed,Menna,Waleed,F,04-11-1992,28-01-2022,mwaleed@gmail.com,33.0,4,"Los Angeles, USA",Pharmacist,S,Bachelor,56580.0 AUD
Asmaa Tamer,Asmaa,Tamer,F,1993/08/03,2014/10/16,asmaa.tamer@gmail.com,32.0,11,"Cape Town, South Africa",Architect,Single,Bachelor,11794.08 EGP
Eslam Hesham,Eslam,Hesham,M,1986/04/23,2024/01/16,ehesham@gmail.com,39.0,2,"Beirut, Lebanon",Lawyer,Married,M.Sc.,56668.0 EGP
Jamal Tarek,Jamal,Tarek,M,1997/03/23,2024/03/02,jamal.tarek@gmail.com,28.0,1,"Sydney, Australia",Civil Engineer,Single,BS,
Khadija Amr,Khadija,Amr,F,1966/01/22,2004/10/25,khadija.amr@gmail.com,,21,"Cape Town, South Africa",Teacher,Married,PhD,121233.0 EGP
Dina Ziad,Dina,Ziad,F,02-08-1984,26-04-2004,dina.ziad@gmail.com,41.0,21,"Muscat, Oman",docteur,,Diploma,9793.58 JPY
Ayman Hany,Ayman,Hany,M,16-05-1994,23-12-2015,AHANY@GMAIL.COM,31.0,10,"Los Angeles, USA",#Nurse,M,B.Sc.,12115.0 CAD
Ahmed Khalil,Ahmed,Khalil,M,14-06-2003,23-03-2024,akhalil@gmail.com,22.0,1,"Mansoura, Egypt",Mechanical Engineer,Married,Diploma,
Latif Maged,Latif,Maged,M,08/05/1981,06/09/2004,latif.maged@gmail.com,44.0,21,"Dubai, UAE",Dentist,Single,B.Sc.,107635.0 USD
Hanan Adel,Hanan,Adel,F,1978/05/27,2006/04/20,HADEL@GMAIL.COM,47.0,19,"Doha, Qatar",Graphic Designer,Single,Bachelor,10650.67 USD
Reem Amr,Reem,Amr,F,06/01/1976,03/06/2018,ramr@gmail.com,49.0,7,"New York, USA",Dentist,Single,BS,6839.67 EGP
Ghada Hossam,Ghada,Hossam,F,07/26/1973,01/01/1996,ghada.hossam@gmail.com,52.0,30,"New York, USA",MECHANICAL ENGINEER,Single,Bachelor,10654.92 EGP
Hussein Waleed,Hussein,Waleed,M,1982/08/19,2008/05/08,hwaleed@gmail.com,43.0,17,"Mansoura, Egypt",Financial Analyst,Married,High School,117010.0 JPY
Sara Maged,Sara,Maged,F,12/25/1999,07/06/2017,sara.maged@gmail.com,26.0,8,"Seoul, South Korea",Dentist,Married,B.Sc.,94422.0 GBP
Noha Galal,Noha,Galal,F,19-09-1975,21-04-2004,ngalal@gmail.com,50.0,21,"Kuwait City, Kuwait",Graphic Designer,M,High School,12052.25 EGP
Reem Hany,Reem,Hany,F,05-01-1973,06-04-1996,reem.hany@gmail.com,52.0,29,"Mexico City, Mexico",Business Analyist,Single,Diploma,143661.0 AUD
Ayman Ayman,Ayman,Ayman,M,1995/08/24,2018/08/26,ayman.ayman@gmail.com,30.0,7,"Abu Dhabi, UAE",Financial Analyst,M,M.Sc.,99732.0 USD
Heba Adel,Heba,Adel,F,03/06/1989,10/11/2008,heba.adel@gmail.com,36.0,17,"Berlin, Germany",TEACHER,Married,BS,100086.0 AUD
Nabil Nashaat&,Nabil,Nashaat,M,03/26/1992,11/27/2019,nnashaat@gmail.com,33.0,6,"Cairo, Egypt",Accountant,Married,PhD,99205.0 EGP
Ashraf Sami,Ashraf,Sami,M,10/01/1967,07/30/1993,asami@gmail.com,,32,"Istanbul, Turkey",Mechanical Engineer,Married,Masters,11193.75 CAD
Heba Bassem,Heba,Bassem,F,01/28/1995,12/02/2024,heba.bassem@gmail.com,30.0,1,"Sharjah, UAE",Software Developer,S,B.Sc.,
Asmaa Ihab,Asmaa,Ihab,F,11/11/2000,08/03/2018,aihab@gmail.com,25.0,7,"Buenos Aires, Argentina",Graphic Designer,Unknown,Bachelor,8213.08 JPY
Lina Adel,Lina,Adel,F,05/22/1966,10/28/1985,lina.adel@gmail.com,,40,"Sydney, Australia",electrical engeneer,Married,B.Sc.,113872.0 CAD
Ali Hamza,Ali,Hamza,M,2007/03/25,2025/05/18,ali.hamza@gmail.com,,0,"Dubai, UAE",Doctor,Married,M.Sc.,
Amira Rafik,Amira,Rafik,F,1995/07/11,2021/05/28,ARAFIK@GMAIL.COM,30.0,4,"Mansoura, Egypt",Teachr,Married,Diploma,67605.0 EGP
Fatima Sherif,Fatima,Sherif,F,05/26/1994,08/23/2023,fatima.sherif@gmail.com,31.0,2,"Toronto, Canada",Business Analyst,Single,B.Sc.,69489.0 AUD
Hossam Sami,Hossam,Sami,M,18-05-1992,29-03-2019,hossam.sami@gmail.com,33.0,6,"Istanbul, Turkey",Pharmacist,Married,Diploma,71212.0 CAD
 Bassem Youssef ,Bassem,Youssef,M,07/20/2007,07/17/2025,bassem.youssef@gmail.com,,0,"Moscow, Russia",Mechanical Engineer,Married,Diploma,
Osama Ihab,Osama,Ihab,M,1972/02/27,1990/12/29,oihab@gmail.com,53.0,35,"Rabat, Morocco",Dentist,Single,Masters,10621.83 CAD
Fatima Hassan,Fatima,Hassan,F,10/19/1981,01/24/2010,fhassan@gmail.com,44.0,16,"Moscow, Russia",Lawyer,Single,Bachelor,146851.0 USD
Ibrahim Sami,Ibrahim,Sami,M,1966/10/08,1998/06/19,isami@gmail.com,,27,"Beijing, China",Financial Analyst,S,Diploma,10200.92 JPY
Dina Fady,Dina,Fady,F,2007/11/17,2025/10/12,dina.fady@gmail.com,,0,"Cape Town, South Africa",Data Scientist,Married,Bachelor,
Noha Ibrahim,Noha,Ibrahim,F,1969/04/22,2011/08/19,noha.ibrahim@gmail.com,,14,"N3w York, USA",Dentist,Single,PhD,114541.0 EUR
Khaled Rafik,Khaled,Rafik,M,2007/01/17,2026/01/29,khaled.rafik@gmail.com,,0,"Dammam, KSA",Lawyer,Single,M.Sc.,
Ibrahim Ayman,Ibrahim,Ayman,M,1982/04/19,2020/04/17,iayman@gmail.com,43.0,5,"Amman, Jordan",civil engineer,Married,BS,90411.0 EUR
Youssef Bassem,Youssef,Bassem,M,09-12-1979,30-03-2003,youssef.bassem@gmail.com,46.0,22,"Sharjah, UAE",pharmacist,,M.Sc.,118886.0 CAD
Saad Omar,Saad,Omar,M,04/07/1981,10/14/2003,saad.omar@gmail.com,44.0,22,"Seoul, South Korea",Sales Maneger,Married,PhD,10329.0 CAD
Heba Zaki,Heba,Zaki,F,03-03-1992,08-03-2014,hzaki@gmail.com,33.0,11,"Kuwait City, Kuwait",doCTor,Married,Bachelor,130584.0 EGP
Wafaa Bassem,Wafaa,Bassem,F,1989/08/28,2009/05/07,wafaa.bassem@gmail.com,36.0,16,"Istanbul, Turkey",DENTIST,M,Diploma,9165.58 EGP
Noha Medhat,Noha,Medhat,F,04-06-2006,26-06-2025,noha.medhat@gmail.com,,0,"Beijing, China",Pharmacist,Married,Diploma,
Ihab Kareem,Ihab,Kareem,M,1976/03/09,2014/09/06,ihab.kareem@gmail.com,49.0,11,"Jeddah, KSA",Engineer,Married,PhD,130016.0 USD
Rania Medhat,Rania,Medhat,F,11/04/1992,05/12/2013,rania.medhat@gmail.com,33.0,12,"Sharjah, UAE",Accountant,S,PhD,11578.0 JPY
Amira Tawfik,Amira,Tawfik,F,08/21/1975,08/14/2008,atawfik@gmail.com,50.0,17,"Abu Dhabi, UAE",Architect,Single,B.Sc.,142798.0 AUD
Ahmed Mostafa,Ahmed,Mostafa,M,1982/05/07,2011/05/10,ahmed.mostafa@gmail.com,43.0,14,"São Paulo, Brazil",Software Developer,Single,M.Sc.,133388.0 EGP
Aisha Khaled,Aisha,Khaled,F,18-05-1981,26-11-2016,akhaled@gmail.com,44.0,9,"Bangkok, Thailand",Architect,Unknown,BS,82843.0 USD
Dina Latif,Dina,Latif,F,02-12-1991,13-12-2020,dlatif@gmail.com,34.0,5,"New York, USA",Engineer,S,PhD,7680.08 AUD
Osama Mounir,Osama,Mounir,M,03/24/2005,09/18/2023,osama.mounir@gmail.com,20.0,2,"Rabat, Morocco",Civil Enginear,Married,Diploma,4874.75 JPY
Saad Maged,Saad,Maged,M,01/11/1978,03/06/2022,smaged@gmail.com,47.0,3,"Cape Town, South Africa",Dentist,Single,Diploma,5020.0 CAD
 Rafik Tamer ,Rafik,Tamer,M,20-10-1988,10-07-2017,rafik.tamer@gmail.com,37.0,8,"Beijing, China",Business Analyst,Single,M.Sc.,77265.0 EUR
Maged Hany,Maged,Hany,M,15-11-1973,18-08-2025,maged.hany@gmail.com,52.0,0,"Sydney, Australia",Sales Manager,Single,Diploma,
Rana Mostafa,Rana,Mostafa,F,2006/08/13,2024/07/18,rana.mostafa@gmail.com,,1,"Berlin, Germany",Dentist,Married,BS,
Hanan Hassan,Hanan,Hassan,F,2003/04/22,2025/08/09,hanan.hassan@gmail.com,22.0,0,"Buenos Aires, Argentina",Accountant,Single,M.Sc.,
Galal Fouad,Galal,Fouad,M,10-11-1967,26-02-1991,galal.fouad@gmail.com,,34,"Mansoura, Egypt",Lawyer,Married,Masters,107704.0 CAD
Hanan Sherif,Hanan,Sherif,F,10/12/1967,11/21/2023,hsherif@gmail.com,,2,"São P@ulo, Br@zil",Teacher,Married,BS,5390.08 EGP
Nada Rafik,Nada,Rafik,F,06/20/2004,09/06/2025,nada.rafik@gmail.com,21.0,0,"Los Angeles, USA",Electrical Engineer,Married,Bachelor,
Omar Hatem,Omar,Hatem,M,1966/08/14,1992/04/24,omar.hatem@gmail.com,,33,"Dammam, KSA",Dentist,Married,High School,9365.75 JPY
Bassem Ihab,Bassem,Ihab,M,12-06-1969,13-04-2001,bassem.ihab@gmail.com,,24,"São Paulo, Brazil",Graphic Designer,,High School,123256.0 AUD
Abdelrahman Sherif,Abdelrahman,Sherif,M,03/14/1996,11/28/2015,asherif@gmail.com,29.0,10,"Muscat, Oman",ENGINEER,Married,Bachelor,101981.0 CAD
Reem Omar,Reem,Omar,F,03/20/2007,07/03/2025,reem.omar@gmail.com,,0,"Rabat, Morocco",LAWYER,Single,Bachelor,
Esraa Khaled,Esraa,Khaled,F,2007/03/27,2025/12/17,esraa.khaled@gmail.com,,0,"Mumbai, India",Accountant,,B.Sc.,
Kamal Sami,Kamal,Sami,M,1993/04/14,2016/01/27,kamal.sami@gmail.com,32.0,10,"Seoul, South Korea",Sales Manger,Single,PhD,9222.08 GBP
Medhat Wael,Medhat,Wael,M,16-08-1975,21-03-2020,mwael@gmail.com,50.0,5,"Amman, Jordan",Civil Enginear,Single,M.Sc.,8106.33 EGP
Adel Medhat,Adel,Medhat,M,04/07/2005,11/28/2024,adel.medhat@gmail.com,20.0,1,"Sharjah, UAE",Mechanical Engeneer,,BS,
Menna Fouad,Menna,Fouad,F,09-09-1986,02-08-2021,mfouad@gmail.com,39.0,4,"Riyadh, KSA",Architect,Single,BS,50371.0 EUR
 Ziad Tawfik ,Ziad,Tawfik,M,1985/12/20,2016/01/08,ziad.tawfik@gmail.com,40.0,10,"Seoul, South Korea",Sales Manager,Married,Masters,12028.83 EUR
Amira Ramy,Amira,Ramy,F,1979/12/05,2006/02/26,ARAMY@GMAIL.COM,46.0,19,"Cairo, Egypt",%Dentist,S,PhD,118209.0 AUD
Youssef Khaled,Youssef,Khaled,M,17-02-1972,02-05-2014,ykhaled@gmail.com,53.0,11,"Kuwait City, Kuwait",eLEcTrIcaL eNgInEER,Single,Bachelor,117127.0 AUD
Khadija Abdullah,Khadija,Abdullah,F,08/22/2001,08/10/2024,khadija.abdullah@gmail.com,24.0,1,"Jeddah, KSA",Mechanical Engineer,Single,PhD,
Waleed Waleed,Waleed,Waleed,M,1994/11/16,2019/12/10,waleed.waleed@gmail.com,31.0,6,"Moscow, Russia",Teacher,Single,Diploma,8292.0 CAD
Lobna Wahid,Lobna,Wahid,F,03-07-1966,18-11-2020,LOBNA.WAHID@GMAIL.COM,,5,"Sharjah, UAE",Data Scientist,Married,B.Sc.,7646.25 GBP
Osama Zaki,Osama,Zaki,M,02-07-1990,01-09-2008,ozaki@gmail.com,35.0,17,"Jeddah, KSA",teacher,Single,PhD,9835.42 JPY
Hamza Mounir,Hamza,Mounir,M,22-10-1968,27-10-1994,hamza.mounir@gmail.com,,31,"Sydney, Australia",financial analyist,Married,B.Sc.,131242.0 USD
Hala Saad,Hala,Saad,F,16-01-1980,29-05-2003,hsaad@gmail.com,45.0,22,"Beijing, China",Business Analyst,S,High School,134340.0 CAD
Hatem Hesham,Hatem,Hesham,M,1993/10/07,2025/10/14,hatem.hesham@gmail.com,32.0,0,"Buenos Aires, Argentina",Software Developer,Married,Bachelor,
Jamal Hesham,Jamal,Hesham,M,12/19/1996,07/31/2015,jamal.hesham@gmail.com,29.0,10,"Moscow, Russia",DATA SCIENTIST,S,High School,8786.42 USD
 Amira Yahya ,Amira,Yahya,F,1972/06/10,2012/08/17,AMIRA.YAHYA@GMAIL.COM,53.0,13,"Paris, France",Graphic Designer,S,Bachelor,147111.0 GBP
Noha Youssef,Noha,Youssef,F,1983/09/24,2005/01/17,noha.youssef@gmail.com,42.0,21,"Moscow, Russia",Lawyer,Single,BS,129223.0 GBP
Sana Hassan,Sana,Hassan,F,1998/06/02,2025/01/14,sana.hassan@gmail.com,27.0,1,"Seoul, South Korea",Financial Analyst,Single,Masters,
Menna Ramy,Menna,Ramy,F,09/05/1989,06/22/2007,menna.ramy@gmail.com,36.0,18,"Sharjah, UAE",buSIneSs analiSt,Single,B.Sc.,127925.0 CAD
Ruqayya Khaled,Ruqayya,Khaled,F,04/24/1968,12/15/2004,rkhaled@gmail.com,,21,"London, UK",Data Scientist,Married,M.Sc.,122552.0 AUD
Hala Khalil,Hala,Khalil,F,25-07-1995,20-07-2016,hkhalil@gmail.com,30.0,9,"Dammam, KSA",Data Scientst,M,B.Sc.,6756.92 EUR
Abdullah Omar,Abdullah,Omar,M,06/10/1987,07/08/2008,abdullah.omar@gmail.com,38.0,17,"Riyadh, KSA",software developer,Married,Diploma,137658.0 CAD
Osama Waleed,Osama,Waleed,M,1968/04/05,2019/12/01,osama.waleed@gmail.com,,6,"Istanbul, Turkey",Lawyer,Married,Masters,7495.0 EUR
Rana Mounir,Rana,Mounir,F,1978/08/22,2010/07/23,rana.mounir@gmail.com,47.0,15,"Riyadh, KSA",Business Analyst,Single,BS,142155.0 EUR
Noha Saad,Noha,Saad,F,04/08/1996,12/01/2020,noha.saad@gmail.com,29.0,5,"Dammam, KSA",Architect,Married,PhD,6588.25 USD
Yahya Hamza,Yahya,Hamza,M,1996/10/12,2022/12/22,yahya.hamza@gmail.com,29.0,3,"Beijing, China",sofTWARE deVeLOPer,Married,M.Sc.,52588.0 JPY
Wahid Ali,Wahid,Ali,M,14-02-2001,13-12-2025,wahid.ali at gmail.com,24.0,0,"Sydney, Australia",Business Analyst,Single,B.Sc.,
Layla Wael,Layla,Wael,F,02/02/1994,05/02/2017,layla.wael@gmail.com,31.0,8,"Beijing, China",Data Scientist,Single,High School,7008.67 CAD
Lina Ziad,Lina,Ziad,F,12/12/1967,10/19/1990,lina.ziad@gmail.com,,35,"Moscow, Russia",Civil Engineer,Single,Bachelor,103215.0 GBP
Amira Ahmed,Amira,Ahmed,F,1984/07/06,2012/07/31,amira.ahmed@gmail.com,41.0,13,"London, UK",Engineer,Single,Bachelor,103624.0 EGP
Wafaa Kamal,Wafaa,Kamal,F,26-11-1986,11-04-2025,wafaa.kamal@gmail.com,39.0,0,"Riyadh, KSA",Sales Manager,S,Diploma,
Mohamed Ihab,Mohamed,Ihab,M,15-06-1974,27-12-1993,mohamed.ihab@gmail.com,51.0,32,"Cairo, Egypt",Software Developper,Single,Bachelor,131184.0 JPY
Menna Hany,Menna,Hany,F,02/26/1969,06/11/1996,menna.hany@gmail.com,,29,"Jeddah, KSA",Doctor,Single,BS,11318.92 CAD
Noha Ashraf,Noha,Ashraf,F,04-07-1989,03-10-2016,nashraf@gmail.com,36.0,9,"Amman, Jordan",%Financial Analyst,Married,M.Sc.,7827.75 EGP
 Rana Adel ,Rana,Adel,F,03-02-1969,20-04-1987,rana.adel@gmail.com,,38,"Sydney, Australia",Lawyer,Married,Masters,105322.0 AUD
Mariam Hatem,Mariam,Hatem,F,08/07/1972,10/15/1998,mariam.hatem@gmail.com,53.0,27,"New York, USA",Financial Analyst,,Masters,102361.0 GBP
Amal Zaki,Amal,Zaki,F,1985/01/15,2011/01/23,azaki@gmail.com,40.0,15,"Bu3nos Air3s, Arg3ntin@",Nurse,Married,BS,9595.75 AUD
Yasmeen Hussein,Yasmeen,Hussein,F,08/18/1969,03/21/2016,yhussein@gmail.com,nan,9,"Buenos Aires, Argentina",Software Developer,Single,B.Sc.,6172.83 GBP
Wael Hossam,Wael,Hossam,M,16-11-1974,15-04-1994,wael.hossam@gmail.com,51.0,31,"Sydney, Australia",Sales Manager,Single,PhD,129869.0 EUR
Mariam Ayman,Mariam,Ayman,F,1996/12/26,2024/07/23,mariam.ayman at gmail.com,29.0,1,"Jeddah, KSA",DATA SCIENTIST,Single,B.Sc.,
Hatem Ayman,Hatem,Ayman,M,10-05-2004,08-01-2023,hayman@gmail.com,21.0,3,"Beijing, China",sales manager,Single,Diploma,69343.0 GBP
Ahmed Waleed,Ahmed,Waleed,M,1986/09/16,2024/07/02,ahmed.waleed@gmail.com,39.0,1,"Mumbai, India",Electrical Engineer,Single,B.Sc.,
Aisha Jamal,Aisha,Jamal,F,08-04-1996,19-03-2024,aisha.jamal@gmail.com,29.0,1,"Dammam, KSA",ARChITEcT,Married,Diploma,
Hanan Medhat,Hanan,Medhat,F,1980/04/12,2025/10/07,HANAN.MEDHAT@GMAIL.COM,45.0,0,"Abu Dhabi, UAE",Sales Manager,Single,Diploma,
Asmaa Hesham,Asmaa,Hesham,F,07/24/1981,06/29/2017,asmaa.hesham@gmail.com,44.0,8,"Amm@n, Jord@n",Pharmacist,,B.Sc.,7006.92 USD
Wahid Maged,Wahid,Maged,M,06-09-2000,12-07-2019,wahid.maged@gmail.com,25.0,6,"Mumbai, India",Enginear,M,Masters,87701.0 JPY
Sahar Waleed,Sahar,Waleed,F,08/27/1966,03/21/1987,sahar.waleed@gmail.com,,38,"London, UK",Engineer,Single,Masters,106974.0 JPY
Hala Sami,Hala,Sami,F,26-01-1973,28-09-2008,hala.sami@gmail.com,52.0,17,"Buenos Aires, Argentina",Dentist,Single,M.Sc.,119931.0 GBP
Zaki Bassem,Zaki,Bassem,M,03/26/1970,03/31/1988,zaki.bassem@gmail.com,55.0,37,"Rabat, Morocco",Teacher,Married,High School,131468.0 GBP
Kareem Sherif,Kareem,Sherif,M,06/03/2006,07/22/2025,kareem.sherif@gmail.com,,0,"Kuwait City, Kuwait",TEACHER,Married,PhD,
Hany Waleed,Hany,Waleed,M,1965/01/08,2015/09/21,hany.waleed@gmail.com,,10,"São Paulo, Brazil",EngiNEeR,M,Masters,143707.0 USD
Saad Saad,Saad,Saad,M,28-07-1996,18-03-2021,saad.saad@gmail.com,29.0,4,"Los Angeles, USA",Lawyer,Married,B.Sc.,63785.0 EUR
Jamal Kareem,Jamal,Kareem,M,02/11/1991,08/07/2013,jamal.kareem@gmail.com,34.0,12,"Los Angeles, USA",engineer,Single,Bachelor,9350.42 JPY
 Hassan Hatem ,Hassan,Hatem,M,07-06-1971,09-08-1994,hassan.hatem@gmail.com,54.0,31,"Cairo, Egypt",Teacher,Married,High School,111883.0 AUD
Aisha Tarek,Aisha,Tarek,F,2006/09/25,2025/09/15,aisha.tarek@gmail.com,,0,"Bangkok, Thailand",Dentist,Married,Diploma,
Fady Tamer,Fady,Tamer,M,07-08-1976,02-03-2023,fady.tamer@gmail.com,49.0,2,"Moscow, Russia",Architect,Single,High School,57845.0 CAD
Khalil Hany,Khalil,Hany,M,04/22/1967,12/24/2022,KHALIL.HANY@GMAIL.COM,,3,"Buenos Aires, Argentina",Business Analyst,Married,M.Sc.,64124.0 JPY
Ibrahim Mounir,Ibrahim,Mounir,M,13-09-1993,16-03-2013,imounir@gmail.com,32.0,12,"Los Angeles, USA",Dentist,Married,M.Sc.,140511.0 EUR
Reem Hassan,Reem,Hassan,F,1990/01/24,2023/01/30,rhassan@gmail.com,35.0,3,"Toronto, Canada",Data Scientist,Married,PhD,58762.0 USD
Salma Wael,Salma,Wael,F,1989/10/10,2020/09/02,salma.wael@gmail.com,36.0,5,"Muscat, Oman",Business Analyst,M,M.Sc.,71786.0 CAD
Menna Wahid,Menna,Wahid,F,1988/07/04,2007/02/10,mwahid@gmail.com,37.0,19,"Los Angeles, USA",Teacher,Married,Masters,11448.58 AUD
Saad Tamer,Saad,Tamer,M,2007/08/04,2025/09/23,saad.tamer@gmail.com,,0,"Dammam, KSA",Teachr,M,BS,
Rafik Rafik,Rafik,Rafik,M,10/06/1997,04/20/2018,rafik.rafik@gmail.com,28.0,7,"New York, USA",Lawyer,Single,Masters,70707.0 JPY
Layla Nabil,Layla,Nabil,F,01/03/2005,02/08/2026,layla.nabil@gmail.com,20.0,0,"Toronto, Canada",ENGINEer,S,M.Sc.,
Hanan Galal,Hanan,Galal,F,16-08-1990,07-11-2015,hanan.galal@gmail.com,35.0,10,"Dubai, UAE",teacher,Married,B.Sc.,125122.0 EGP
Galal Osama,Galal,Osama,M,04-03-1978,29-01-2019,gosama@gmail.com,47.0,7,"Abu Dhabi, UAE",Dentist,Single,High School,7048.08 JPY
Sara Hussein,Sara,Hussein,F,1986/10/11,2025/03/19,sara.hussein@gmail.com,39.0,0,"Dammam, KSA",Sales Manager,Married,Bachelor,
Mahmoud Sami,Mahmoud,Sami,M,04/02/1988,09/12/2008,mahmoud.sami@gmail.com,37.0,17,"Abu Dhabi, UAE",Accountant,Single,Diploma,110794.0 EGP
Amr Hatem,Amr,Hatem,M,10/09/1995,02/07/2015,amr.hatem@gmail.com,30.0,11,"Istanbul, Turkey",Architect,Married,Bachelor,144912.0 AUD
Ayman Hossam,Ayman,Hossam,M,2005/01/20,2023/12/11,ayman.hossam@gmail.com,20.0,2,"Istanbul, Turkey",Business Analyst,S,High School,62991.0 EGP
Lobna Adel,Lobna,Adel,F,08/27/1975,01/05/1994,lobna.adel@gmail.com,50.0,32,"Dammam, KSA",Pharmacist,Single,PhD,112623.0 GBP
Bassem Hussein,Bassem,Hussein,M,09/23/1996,11/19/2018,bassem.hussein@gmail.com,29.0,7,"Rabat, Morocco",Nurse,Married,Masters,75627.0 JPY
Menna Mahmoud,Menna,Mahmoud,F,07/09/1972,09/19/2016,MENNA.MAHMOUD@GMAIL.COM,53.0,9,"São Paulo, Brazil",buSInesS analYST,,Bachelor,7251.92 GBP
Menna Ayman,Menna,Ayman,F,2006/12/01,2025/07/13,menna.ayman@gmail.com,,0,"New York, USA",Business Analyst,Single,M.Sc.,
Asmaa Tawfik,Asmaa,Tawfik,F,03/13/1967,05/21/2020,asmaa.tawfik@gmail.com,,5,"Abu Dhabi, UAE",Pharmacist,Married,BS,7905.58 CAD
Abdullah Nashaat,Abdullah,Nashaat,M,04-06-1997,12-07-2021,abdullah.nashaat@gmail.com,28.0,4,"Buenos Aires, Argentina",Pharmacist,Married,Masters,5825.75 EUR
Fatima Sami,Fatima,Sami,F,25-04-1977,14-09-2000,fatima.sami@gmail.com,48.0,25,"São Paulo, Brazil",pharmacist,Single,BS,125766.0 EUR
Latif Zaki,Latif,Zaki,M,11/01/1980,07/31/2006,latif.zaki@gmail.com,45.0,19,"Buenos Aires, Argentina",Enginere,Married,Diploma,11783.42 CAD
Hassan Nashaat,Hassan,Nashaat,M,11/05/1985,02/15/2018,hassan.nashaat@gmail.com,40.0,8,"Rabat, Morocco",Electrical Engineer,Married,Masters,6406.92 USD
Wahid Ibrahim,Wahid,Ibrahim,M,1971/11/13,2006/10/03,wibrahim@gmail.com,54.0,19,"Istanbul, Turkey",Doctor,Single,High School,102884.0 EGP
Hanan Bassem,Hanan,Bassem,F,04/28/1971,11/19/1993,hanan.bassem@gmail.com,54.0,32,"Mansoura, Egypt",Civil Engineer,Single,High School,128466.0 AUD
Latif Abdelrahman,Latif,Abdelrahman,M,06/22/1995,01/27/2022,latif.abdelrahman@gmail.com,30.0,4,"Mexico City, Mexico",Pharmacist,Single,B.Sc.,52210.0 JPY
Wahid Hossam,Wahid,Hossam,M,08-11-1994,03-11-2012,wahid.hossam@gmail.com,31.0,13,"Istanbul, Turkey",Doctor,M,High School,12282.83 GBP
Nashaat Mahmoud%,Nashaat,Mahmoud,M,22-12-1980,24-04-2008,nashaat.mahmoud@gmail.com,45.0,17,"São Paulo, Brazil",Pharmacist,Single,PhD,11231.17 EUR
Mahmoud Nashaat,Mahmoud,Nashaat,M,12-01-1979,23-03-2003,mahmoud.nashaat@gmail.com,46.0,22,"São Paulo, Brazil",Architect,Single,Diploma,126806.0 GBP
Saad Ibrahim,Saad,Ibrahim,M,03/23/1970,09/09/2010,saad.ibrahim@gmail.com,55.0,15,"Rabat, Morocco",Architect,Single,B.Sc.,11996.08 USD
Sami Hesham,Sami,Hesham,M,08-09-1989,22-10-2023,sami.hesham@gmail.com,36.0,2,"Cape Town, South Africa",Mechanical Enginear,Single,BS,52228.0 AUD
Tawfik Mohamed,Tawfik,Mohamed,M,1992/09/09,2022/06/11,tawfik.mohamed@gmail.com,33.0,3,"Istanbul, Turkey",dentist,Single,PhD,4452.17 JPY
Eslam Zaki,Eslam,Zaki,M,23-10-2000,08-03-2020,ezaki@gmail.com,25.0,5,"Moscow, Russia",Financial Annalyst,Single,High School,96663.0 CAD
Mostafa Khalil,Mostafa,Khalil,M,2001/10/12,2020/11/21,mostafa.khalil@gmail.com,24.0,5,"Cape Town, South Africa",Financial Analist,Single,Bachelor,70908.0 USD
Amal Khaled,Amal,Khaled,F,02/09/1978,10/17/2021,akhaled@gmail.com,47.0,4,"Beirut, Lebanon",Engineer,Married,B.Sc.,69673.0 GBP
Medhat Yahya,Medhat,Yahya,M,02/13/1969,10/31/1988,medhat.yahya@gmail.com,,37,"Beijing, China",ElectrIcAL enGInEre,Married,M.Sc.,133975.0 AUD
Wahid Ramy,Wahid,Ramy,M,07/07/1983,09/17/2017,wahid.ramy@gmail.com,42.0,8,"Berlin, Germany",Civil Engeneer,Married,High School,7624.67 JPY
Fatima Khalil,Fatima,Khalil,F,15-01-1993,01-11-2012,fatima.khalil@gmail.com,32.0,13,"Riyadh, KSA",Business Analist,,Diploma,9992.25 JPY
Abdullah Abdullah,Abdullah,Abdullah,M,2004/04/11,2024/05/31,abdullah.abdullah@gmail.com,21.0,1,"Bangkok, Thailand",Accountant,M,B.Sc.,
Khadija Omar,Khadija,Omar,F,2005/03/04,2025/01/19,khadija.omar@gmail.com,20.0,1,"Kuwait City, Kuwait",DOcTer,Married,Diploma,
Nader Khaled,Nader,Khaled,M,19-03-1981,12-04-2015,nkhaled@gmail.com,44.0,10,"Abu Dhabi, UAE",Graphic Designer,Single,B.Sc.,10297.92 EGP
